metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg %ident	# proteins	
4441680.3	Carbohydrates	Organic acids	Methylcitrate cycle	2-methylisocitrate dehydratase (EC 4.2.1.99)	2	-11	100	2	
4441680.3	Carbohydrates	Organic acids	Methylcitrate cycle	Propionate--CoA ligase (EC 6.2.1.17)	2	-9	92.135	2	
4441680.3	Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase A (EC 1.2.1.22)	1	3	84.62	1	
4441680.3	Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)	10	-1.7	87.092	8	
4441680.3	Carbohydrates	Central carbohydrate metabolism	Methylglyoxal Metabolism	Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	3	-4.5	80.48	2	
4441680.3	RNA Metabolism	RNA processing and modification	Methylthiotransferases	MiaB family protein, possibly involved in tRNA or rRNA modification	2	-1	80.645	2	
4441680.3	RNA Metabolism	RNA processing and modification	Methylthiotransferases	Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase	5	-1.4	83.652	5	
4441680.3	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA-i(6)A37 methylthiotransferase	11	-1.81818	79.9382	9	
4441680.3	Virulence, Disease and Defense	Detection	MLST	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	9	-7.5	89.8412	7	
4441680.3	Virulence, Disease and Defense	Detection	MLST	Carbamate kinase (EC 2.7.2.2)	6	-1	76.475	6	
4441680.3	Virulence, Disease and Defense	Detection	MLST	Glycerol kinase (EC 2.7.1.30)	10	-5.1	80.273	10	
4441680.3	Virulence, Disease and Defense	Detection	MLST	Guanylate kinase (EC 2.7.4.8)	5	-6.2	83.272	5	
4441680.3	Virulence, Disease and Defense	Detection	MLST	Phosphate acetyltransferase (EC 2.3.1.8)	5	-6	87.816	3	
4441680.3	Virulence, Disease and Defense	Detection	MLST	Triosephosphate isomerase (EC 5.3.1.1)	4	-5	78.66	4	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	5-methylaminomethyl-2-thiouridine-forming enzyme mnmC	1	-7	88.89	1	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	1	-3	82.61	1	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7)	26	-1.84615	77.4431	26	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	1	92.86	1	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	3	1	78.8467	3	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	6	-2.33333	81.3933	6	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	GTPase and tRNA-U34 5-formylation enzyme TrmE	4	-4	80.3475	4	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusA	1	-3	86.36	1	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	2	-5.5	83.105	2	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	6	-1.83333	76.0017	6	
4441680.3	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	12	-2.5	77.8083	12	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-10	96.88	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	GTP cyclohydrolase II (EC 3.5.4.25)	5	-3.4	86.574	5	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	2	2	80	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaA	5	-2	81.926	5	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaC	1	3	91.67	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdopterin biosynthesis Mog protein, molybdochelatase	1	3	100	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdopterin biosynthesis protein MoeA	6	0.166667	68.1067	6	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdopterin-guanine dinucleotide biosynthesis protein MobA	3	-1	66.05	3	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Periplasmic molybdate-binding domain	3	-1.66667	61.7933	3	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdopterin cytosine dinucleotide	-	CTP:molybdopterin cytidylyltransferase	1	-5	75	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdopterin cytosine dinucleotide	-	Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS	1	-6	71.43	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdopterin cytosine dinucleotide	-	Periplasmic aromatic aldehyde oxidoreductase, molybdenum binding subunit YagR	1	-11	94.44	1	
4441680.3	Miscellaneous	Muconate lactonizing enzyme family	-	L-alanine-DL-glutamate epimerase	1	-1	72.73	1	
4441680.3	Miscellaneous	Muconate lactonizing enzyme family	-	Muconate cycloisomerase (EC 5.5.1.1)	1	-9	100	1	
4441680.3	Cell Division and Cell Cycle	MukBEF Chromosome Condensation	-	Chromosome partition protein MukF	1	4	100	1	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)	RND efflux system, inner membrane transporter CmeB	3	-0.333333	70.1833	3	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)	RND efflux system, outer membrane lipoprotein CmeC	2	-8	96.55	1	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Acriflavin resistance protein	3	3.33333	97.2233	3	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	6	-1.5	88.8367	6	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Macrolide-specific efflux protein MacA	2	-7	87.605	2	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Membrane fusion protein of RND family multidrug efflux pump	1	4	100	1	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	6	0.333333	77.7117	5	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, inner membrane transporter CmeB	3	-0.333333	70.1833	3	
4441680.3	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multidrug Resistance Efflux Pumps	RND efflux system, outer membrane lipoprotein CmeC	2	-8	96.55	1	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	Multi-subunit cation antiporter	Na(+) H(+) antiporter subunit A	3	-0.333333	79.61	3	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	Multi-subunit cation antiporter	Na(+) H(+) antiporter subunit B	3	-0.333333	79.61	3	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	Multi-subunit cation antiporter	Na(+) H(+) antiporter subunit C	4	0.5	78.145	3	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	Multi-subunit cation antiporter	Na(+) H(+) antiporter subunit D	1	-1	75	1	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	Multi-subunit cation antiporter	Na(+) H(+) antiporter subunit F	1	1	80	1	
4441680.3	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death	Autolysis response regulater LytR	2	1.5	79.15	2	
4441680.3	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death	Cytidine deaminase (EC 3.5.4.5)	1	-5	91.67	1	
4441680.3	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death	LrgA-associated membrane protein LrgB	2	-4.5	91.665	2	
4441680.3	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	1	4	84.62	1	
4441680.3	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death	S-layer protein Sap	1	1	63.64	1	
4441680.3	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Murein hydrolase regulation and cell death	tRNA-dihydrouridine synthase C (EC 1.-.-.-)	1	0	100	1	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	Beta N-acetyl-glucosaminidase (EC 3.2.1.52)	1	-4	68.75	1	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	11	-0.545455	77.4555	11	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	Membrane-bound lytic murein transglycosylase B precursor (EC 3.2.1.-)	3	-7.33333	96.2133	2	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)	6	-4	73.9583	6	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	3	-5.33333	72.72	3	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	7	-3.85714	79.4814	5	
4441680.3	Cell Wall and Capsule	Murein Hydrolases	-	Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	5	-6	93.244	3	
4441680.3	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic acid synthesis	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	7	-2.85714	84.0514	7	
4441680.3	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic acid synthesis	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	7	-5.42857	80.6629	6	
4441680.3	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic acid synthesis	Acyl carrier protein	5	1.4	81.632	5	
4441680.3	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic acid synthesis	acyl-CoA synthetase	1	3	72.22	1	
4441680.3	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic acid synthesis	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	5	-0.4	79.914	5	
4441680.3	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Myxoxanthophyll biosynthesis in Cyanobacteria	C-1&#39;-hydroxylase CruF	1	2	80	1	
4441680.3	Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	6-phosphofructokinase (EC 2.7.1.11)	1	-4	61.76	1	
4441680.3	Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Beta-hexosaminidase (EC 3.2.1.52)	12	-3.41667	74.745	12	
4441680.3	Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	N-acetylgalactosamine 6-sulfate sulfatase (GALNS)	1	3	84.62	1	
4441680.3	Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Transcriptional repressor of aga operon	2	-2	66.85	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	ADP-ribose pyrophosphatase (EC 3.6.1.13)	5	-3	74.854	5	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Glutamine amidotransferase chain of NAD synthetase	4	-4.5	88.665	3	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Kynureninase (EC 3.7.1.3)	1	3	75	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	L-aspartate oxidase (EC 1.4.3.16)	2	0.5	62	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	NAD kinase (EC 2.7.1.23)	4	-0.25	75.3225	4	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	NAD synthetase (EC 6.3.1.5)	5	-4.2	83.054	4	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamidase (EC 3.5.1.19)	1	2	92.31	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)	1	-12	97.14	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)	2	-4.5	87.77	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	1	-5	55.88	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	4	-1.5	84.345	3	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)	2	-6	69.395	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	2	3	81.945	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD consumption	DNA ligase (EC 6.5.1.2)	13	-3.5	70.5808	12	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD consumption	NAD-dependent protein deacetylase of SIR2 family	8	-4.125	79.39	8	
4441680.3	Stress Response	Oxidative stress	NADPH:quinone oxidoreductase 2	NADPH:quinone oxidoreductase 2	1	3	84.62	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	L-aspartate oxidase (EC 1.4.3.16)	2	0.5	62	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	NAD synthetase (EC 6.3.1.5)	5	-4.2	83.054	4	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Nicotinamidase (EC 3.5.1.19)	1	2	92.31	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Nicotinamide-nucleotide adenylyltransferase, NadM family (EC 2.7.7.1)	1	-12	97.14	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Nicotinamide phosphoribosyltransferase (EC 2.4.2.12)	2	-4.5	87.77	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	1	-5	55.88	1	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	4	-1.5	84.345	3	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Predicted nicotinate-regulated transporter BH3254	2	-4	70.19	2	
4441680.3	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD regulation	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	2	3	81.945	2	
4441680.3	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Naphtalene and antracene degradation	2-hydroxychromene-2-carboxylate isomerase	1	3	75	1	
4441680.3	Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Biotin carboxyl carrier protein of methylmalonyl-CoA decarboxylase	2	-4	70.77	2	
4441680.3	Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Membrane protein associated with methylmalonyl-CoA decarboxylase	1	-2	58.06	1	
4441680.3	Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Methylmalonyl-CoA decarboxylase, alpha chain (EC 4.1.1.41)	4	-5.75	94.385	3	
4441680.3	Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Methylmalonyl-CoA decarboxylase, beta chain (EC 4.1.1.41)	3	-8	84.0567	3	
4441680.3	Respiration	Sodium Ion-Coupled Energetics	Na+ translocating decarboxylases and related biotin-dependent enzymes	Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)	5	-7.8	88.114	4	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfA	4	-4.25	76.68	3	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfB	4	-2.25	77.645	4	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfC	1	-1	77.27	1	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfD	4	-3.75	78.7975	4	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Electron transport complex protein RnfE	2	-0.5	80.24	2	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	4	-8.5	95.05	2	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	5	-5	81.428	4	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating NADH-quinone reductase subunit C (EC 1.6.5.-)	1	-13	94.59	1	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	1	-1	85	1	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating NADH-quinone reductase subunit E (EC 1.6.5.-)	1	-5	83.33	1	
4441680.3	Respiration	Electron donating reactions	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	4	-6	91.6675	4	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters	Na+/H+ antiporter NhaA type	3	-8	90.97	2	
4441680.3	Membrane Transport	Uni- Sym- and Antiporters	NhaA, NhaD and Sodium-dependent phosphate transporters	Sodium-dependent phosphate transporter	1	4	84.62	1	
4441680.3	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	N-heterocyclic aromatic compound degradation	Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)	2	2.5	83.335	2	
4441680.3	Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline transport and metabolism	Betaine aldehyde dehydrogenase (EC 1.2.1.8)	2	-0.5	64.43	2	
4441680.3	Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline transport and metabolism	Choline permease LicB	1	0	62.96	1	
4441680.3	Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline transport and metabolism	Glycine betaine transporter OpuD	2	1	86.11	2	
4441680.3	Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline transport and metabolism	High-affinity choline uptake protein BetT	2	-4	92.855	2	
4441680.3	Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline transport and metabolism	Nicotinamidase (EC 3.5.1.19)	1	2	92.31	1	
4441680.3	Miscellaneous	Plant-Prokaryote DOE project	Niacin-Choline transport and metabolism	Sarcosine oxidase alpha subunit (EC 1.5.3.1)	1	-9	82.35	1	
4441680.3	Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe] hydrogenase metallocenter assembly protein HypD	2	-2	63.96	2	
4441680.3	Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe] hydrogenase metallocenter assembly protein HypE	3	-4	74.62	3	
4441680.3	Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe] hydrogenase metallocenter assembly protein HypF	3	-1.66667	72.9233	3	
4441680.3	Respiration	Electron donating reactions	NiFe hydrogenase maturation	[NiFe] hydrogenase nickel incorporation-associated protein HypB	1	-9	82.86	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Cytochrome c552 precursor (EC 1.7.2.2)	1	0	62.5	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Nitrate/nitrite sensor protein (EC 2.7.3.-)	3	3	86.6667	2	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Nitrate/nitrite transporter	2	-8	87.22	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	1	3	100	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1	-15	91.89	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	1	-11	100	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	1	-10	100	1	
4441680.3	Nitrogen Metabolism	Nitrate and nitrite ammonification	-	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	1	-9	100	1	
4441680.3	Nitrogen Metabolism	Nitric oxide synthase	-	putative cytochrome P450 hydroxylase	1	3	84.62	1	
4441680.3	Nitrogen Metabolism	Nitrogen fixation	-	Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	3	1	78.8467	3	
4441680.3	Nitrogen Metabolism	Nitrogen fixation	-	NifB-domain protein	1	-1	77.27	1	
4441680.3	Nitrogen Metabolism	Nitrogen fixation	-	NifB-domain protein, type 2	1	-1	77.27	1	
4441680.3	Nitrogen Metabolism	Nitrogen fixation	-	Nitrogenase (molybdenum-iron)-specific transcriptional regulator NifA	1	4	100	1	
4441680.3	Nitrogen Metabolism	Nitrogen fixation	-	Nitrogenase vanadium-cofactor synthesis protein VnfN	1	-5	66.67	1	
4441680.3	Nitrogen Metabolism	Nitrosative stress	-	Flavohemoprotein	1	-4	90.91	1	
4441680.3	Nitrogen Metabolism	Nitrosative stress	-	Hcp transcriptional regulator HcpR (Crp/Fnr family)	1	2	72.22	1	
4441680.3	Nitrogen Metabolism	Nitrosative stress	-	Hydroxylamine reductase (EC 1.7.-.-)	2	-3	90.995	2	
4441680.3	Nitrogen Metabolism	Nitrosative stress	-	Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	1	-6	78.12	1	
4441680.3	Nitrogen Metabolism	Nitrosative stress	-	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-)	1	-7	90	1	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	2	-4.5	74.025	2	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)	1	0	84.21	1	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	Alpha-1,4-N-acetylgalactosamine transferase PglJ (EC 2.4.1.-)	1	-3	64.52	1	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	Glycosyltransferase PglI (EC 2.4.1.-)	1	-3	60	1	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	Phospholipid-lipopolysaccharide ABC transporter	1	-3	80.77	1	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	UDP-glucose 4-epimerase (EC 5.1.3.2)	11	-5.63636	75.3173	9	
4441680.3	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	5	-3.2	90.302	5	
4441680.3	Nucleosides and Nucleotides	Pyrimidines	Novel non-oxidative pathway of Uracil catabolism	Dihydropyrimidinase (EC 3.5.2.2)	1	-13	82.05	1	
4441680.3	Nucleosides and Nucleotides	Pyrimidines	Novel non-oxidative pathway of Uracil catabolism	Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)	1	-8	90.32	1	
4441680.3	Nucleosides and Nucleotides	Pyrimidines	Novel non-oxidative pathway of Uracil catabolism	Uracil phosphoribosyltransferase (EC 2.4.2.9)	1	-4	91.3	1	
4441680.3	Nucleosides and Nucleotides	Pyrimidines	Novel non-oxidative pathway of Uracil catabolism	Uridine kinase (EC 2.7.1.48)	8	-2.75	67.5437	8	
4441680.3	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	n-Phenylalkanoic acid degradation	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	5	-2.8	79.114	5	
4441680.3	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	n-Phenylalkanoic acid degradation	3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	2	-0.5	80.77	2	
